Material_x,Cast_code,Stress,Temp,Frac,Elong,RA,C,Cr,Co,Al,Ti,Mo,W,Nb,Fe,B,V,Ni,Si,Mn,Cu,S,P,N,NbTa
32,221,10.1988141597328,979.106833250944,50278.0816234121,17.0784477145421,25.0702411558236,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0094182846902,1004.87438777342,50381.742759886,17.2532705751139,25.3432031017284,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1098775874784,984.738219899604,50004.5038362898,16.6910516129458,24.391545595605,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86710019943609,1018.4647738096,50257.9678576329,16.9263611376338,24.8283391687647,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.76651000984939,1018.38534346774,51249.4715336827,16.831970070301,24.5893810402435,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0153963503007,995.065751788868,50928.1430814005,17.1682730399895,25.2145998225351,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.97555700806168,992.662291488908,50643.4615303378,16.6647606799186,24.7776999802213,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.023865006508,996.061820303926,50545.6632408134,16.8571390226843,24.9237437673532,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92259195418591,1000.79845688294,50701.8767792357,16.8997641970342,24.9777481268431,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1102782938383,989.423161717073,49780.6687677352,16.7254053925201,24.846657456824,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0662252320978,1011.63930783527,48966.4051827178,17.301314620864,25.6616579542258,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.8007151360271,1015.05472311955,49883.4431507112,16.9491239349881,24.6669412024812,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99188177107018,998.719494732656,49829.5959157731,16.7723360642695,24.8518185105874,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1773070946234,990.406864877148,49721.3337956884,17.1230368890896,25.0146018418106,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.9501777222047,991.10506529012,50387.8143496033,16.7298604868448,24.810233273317,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0304604785514,994.622836106436,51368.8139250879,17.0946579937726,24.6464502176045,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0986624648275,995.198798252204,49448.778968871,16.8726066101707,25.0243270111889,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0000931904921,993.472526858849,50161.1188802989,16.807313822643,24.8933269386136,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99440173147489,1011.54158855132,49966.6909809211,17.2187968834859,25.2938101654233,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0157014095247,1002.18824712521,50578.0388680521,17.2571865226458,25.1480619756034,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92664289318472,1002.23624980343,50406.219667567,16.7376708418945,24.6707096204336,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.94527077852756,993.034825403027,51266.8312627233,17.0670338789403,25.0393963545228,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.108682507344,996.521651962162,49528.5662621906,17.0703710713181,25.4949850089732,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0951195077895,991.800315749701,49923.2584354768,16.9730826526567,24.9048990824519,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.058074668462,1004.14652551959,49332.806470871,17.3389808066527,25.4458464673547,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1086617521554,992.70464658587,50272.7623108431,17.121896035602,25.111418699198,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1378357794131,984.07551131333,50161.442919163,17.1724526902677,25.3727664391734,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1442863373936,995.211064653272,50319.894717058,17.0933054702181,25.283661209052,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96633688330934,1002.11564101089,50575.7779552533,17.1214460878088,25.1967009309492,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.106231020111,994.407550926366,49764.9340919585,17.0441032368193,25.1311223325969,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.98810411716208,996.083768643254,50639.0433444727,16.9381423201655,25.1495735535948,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.8926329742588,1010.08763027894,50167.607662937,16.9019517829488,24.6780924983171,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0086739499089,1005.20648441299,50606.4170503954,17.1075527634687,25.1506790249655,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0753153816821,991.655072488727,50985.3609862788,17.0019374960835,24.9830565352821,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.9089044446912,1000.2165726008,51029.321998064,16.807766747147,24.6654442331948,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0909750072032,992.516845499646,49463.912077157,16.9570778218307,25.0368627516035,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92494433258559,1001.40845369008,50286.1078134258,16.7947423877603,24.7955569494445,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0223123151963,989.385457053733,50803.1606031808,17.0318347581343,24.763959418711,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0111252485447,995.979843325487,51146.4164266743,17.1663990507007,25.2145890708156,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.80594140743937,1027.01937403087,50263.8893575914,17.2796797433882,25.1950433421554,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0098018204783,1001.55582230005,50053.9127156505,16.976347503205,25.0660612658656,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99122595501178,996.236469248181,50217.4805322774,16.7973943467212,24.9506075753795,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.88771596759623,1004.19693750182,50221.2876593297,17.0332689416065,24.9647182378488,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0259445758399,998.309640444813,49810.4212227295,17.0366759676698,25.1786675603354,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1148244348205,991.21494095092,49587.999068039,16.9933993986378,24.8703556612124,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.73795201046859,1009.2190439988,50908.6373851033,16.7635545281913,24.4122370893528,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.93185268903474,1007.47919111251,50339.8647623043,17.1356813311,25.1299087693685,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0581381126789,992.464368354874,49557.170657288,16.7809615015758,24.6740765150947,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0037625423074,992.087842942312,50408.6606911941,16.6569055786258,24.3020064120938,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.172687510167,982.894940415484,49781.861262563,17.0454080065872,25.0322299687914,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92656632968601,1009.77586159641,50799.7537393484,17.1618255834316,24.9303413023792,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0655026761548,992.342705154541,49683.8312503911,16.7407677515072,25.0312048728704,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96891692030009,998.464839819928,50381.7686052085,16.851534879783,25.054797319331,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0774611161583,996.797301572007,49308.9942241299,16.8712760156211,24.9634865708971,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0594802215287,991.844982083537,50641.6735754168,17.1697091320062,25.3216286447298,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.040910536771,989.178690431521,50536.294436359,17.1523326215708,25.2636122455306,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.75981580419394,1011.4459887584,51508.2501202311,17.1400740625523,24.4233282803134,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86658896595902,1022.33827392817,49833.0035900368,17.0084755869423,24.9362194076287,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.91029924635131,1013.27978744172,50545.7318928824,17.3118158618382,25.2259366233633,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0721271296783,985.610138616702,50610.3381431494,16.9748492200166,24.8633807996743,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.98895418287176,985.652293685218,50407.541166728,16.5982369499172,24.782907868863,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1539658778691,991.322589812202,49715.0338499848,16.8691937762549,24.6571114816206,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99375970843488,1015.70460524182,49845.3062699148,17.3849973557659,25.3983844904041,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86648273268007,1002.32749114553,51050.268167916,16.8340948340987,24.655935617575,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.97885147220905,990.216412385892,51155.9709689148,16.9762195335857,24.8036624792469,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.85161056888741,1000.26499660542,50803.2222196388,16.6531391971493,24.4722815699819,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.065194327698,988.993346765325,50266.1261944327,16.8969812201663,24.6949139188089,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.93311917318634,1004.82026218929,50136.595827617,16.9424900439602,24.8107965078529,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.79667340976438,1028.06395595029,50253.630277533,17.184713331459,24.9522540511582,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1426418762432,987.746642373891,50020.24037341,16.9310741669917,25.287111740171,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.89708932437735,1008.0195151871,50461.2971859727,16.8003334119723,24.8282716454622,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.9936509710655,1003.26173687351,49930.8580738666,16.8606870478237,24.7056600319562,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96472311998816,1016.28915527989,48766.9810581547,17.1647048792222,25.2049071347814,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0228489880382,993.373005880975,49210.426929428,16.6384041014689,24.6856182367544,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0310633358189,993.395483269734,51038.1671722087,17.3368607253434,25.4849595040484,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99741265183575,996.355177076079,50668.7807677942,17.0517671051186,25.0468704657775,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.91738322026155,1009.74054084559,50365.5269017827,17.0461401002438,24.7612803113642,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1042255345372,991.084037815625,50974.1390536821,17.0839870610284,25.2333593103223,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.2091574451981,971.00723869135,50429.2297246409,16.7831643927748,24.709562091971,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.88855486638422,996.336278165884,51681.8007143442,17.0634214118281,24.7554578605544,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0648678157864,996.532119198058,49404.4683790324,17.0731034871626,24.8876597195209,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.90196753024196,1003.20299853491,50964.5042347997,16.8966636749777,24.8052166372805,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.130416497865,988.040640662194,49806.2362363087,16.9789353717404,25.1371089185621,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86117332749761,1004.62899083369,51218.7078682251,17.035306167517,25.0454611788382,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92379284134224,1011.63734843799,49498.7987790392,16.8337078231189,24.480865812353,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1133235031071,1000.5057057364,49512.0155096577,17.1258932058391,24.980526514374,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.90865276853161,1008.98319927669,50351.1908228762,16.9860094740348,24.9123629450297,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0118348696719,1006.05684012829,49917.1147383651,17.0995248623401,24.9892684927517,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.98222353253548,996.270848950019,50318.6518596296,16.8896551654035,25.0684356299785,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86928156916661,1019.07684029187,50685.769294649,17.4592313544754,25.2292962771897,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.84603371042331,1009.91624162723,50844.0044789287,16.9700820214519,24.6355930154696,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0396541197777,1011.10683694599,49818.9764669447,17.4006039606343,25.2976164957393,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92226158725819,1005.20545863532,50385.99809821,16.8090533424541,24.7220753763295,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0633219693358,996.921328226147,49425.2812777266,16.8991739003382,24.8522050979851,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.2007094578926,988.007589515896,49795.3227421632,16.9529793648381,25.1655701281319,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1740293083634,986.1678025921,50123.1165427599,16.7354923514218,24.6308923587637,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.937323415654,1004.57399403184,50222.5965313723,16.9738128616916,24.3218570412311,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.95972805868379,1000.12554719506,50070.2482434001,17.0652642077026,25.0367571712214,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.91502532696005,1007.14655179859,50185.2076102184,16.9378450349052,24.9906619255836,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.97929154062096,1000.93161997247,50212.8657816527,17.0435205074686,25.1647858943621,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0931064334346,990.829876150672,49625.2091308434,16.8170931537615,24.8723684730891,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0228363071604,991.446150352861,51129.7603187642,17.2195492010687,25.2656981935599,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86121890475514,1006.87983749501,50932.0551770736,17.0266794207732,24.7055947379008,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1346858705624,991.91058180578,49309.8637716702,17.1848319595126,24.9989499649245,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1472534169101,983.884532075723,51229.110485787,17.1081518909632,25.1434983612311,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0782101329054,992.777936386833,49864.4798019874,16.8993559592734,25.0980033219362,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0299670211109,991.681626821205,50094.4221580062,16.8029899379815,24.9237232491961,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0720011233793,993.910412794678,50833.6054289233,17.1549803428656,25.2446018848997,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1442409584163,985.696607322528,50068.279386374,16.855425126861,25.2900748135057,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0667842695224,993.890567215636,50396.2138359355,17.08703402326,25.224368804104,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1421790865672,992.646237907592,50130.2669435713,17.3427484887783,25.3759567540777,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0080167464403,1001.8708036864,50048.2071249614,17.0110401926104,24.8734813968258,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.98075309548496,997.834838726355,49921.2358077173,17.0551389260761,24.9821026541464,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.97381422708549,1005.34013132061,50071.4154820525,17.1046863987953,25.1054476315861,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0361252905496,996.478441072948,49854.1407635278,17.0496262802123,25.1300959151027,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0021908759774,997.228830052045,50579.2054717965,17.0305517011786,24.9026044595198,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0145028369874,1003.72883901481,49542.8572026726,16.9610482693827,24.817396249993,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96861690807733,1007.10740716178,50530.0575119594,17.1189825221182,24.9163523437995,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0157803856803,989.41268916156,50822.6213171591,16.7436523111679,24.7791528267492,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86749996926745,1001.37922083184,50847.9481749405,16.9062309311847,24.7843858624484,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99775931876325,1012.59743317937,49364.1537745485,17.2152550334243,25.1652823471384,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.014370453285,999.618539985789,50103.0162440926,17.0839098467236,25.3081062669084,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0608575395799,997.197615153971,50009.6700424287,17.2787206727132,25.3119356320292,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0386614477639,998.742193249084,49592.3215798821,16.7882245629409,24.7950745488071,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
