Material_x,Cast_code,Temp,PS02,UTS,Elong,RofA,C,Cr,Co,Al,Ti,Mo,W,Nb,Fe,B,V,Ni,Si,Mn,Cu,S,P,N,NbTa
7,45,807.306087453602,121.024990310122,203.809683931515,81.5489383668055,86.6484168653227,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.501473764736,121.044751552726,205.901479384982,80.1472071963608,84.7667387332496,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,808.917540744123,120.036395542337,203.915568776113,81.4542431531549,86.1425374875117,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.546478490097,120.816421992071,206.444985009132,80.5095319913903,85.400653342809,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.447665329994,122.183574332157,206.114381819233,81.143031105335,86.0301335992658,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.611105645243,121.351218050808,203.811090797456,82.4886904800008,87.4261208833045,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,797.584744717553,121.709495580525,206.458203385976,81.4218850697617,86.7708549972112,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,814.330029389931,119.207803482132,204.364365579607,80.4649614794313,84.7034923250524,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,795.807020693793,123.058163801383,206.673055145655,80.8153611706324,85.5483084728114,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.974930767523,122.957492543066,206.591911209327,81.9425697488263,87.3278225902803,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.182515374185,121.813165894276,204.459107192979,81.472636994306,86.2939455543166,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.765654300496,124.039207993869,208.73541596793,80.3598257040153,85.7151849626269,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.041178096656,120.515352638064,203.853340878172,81.4456412793935,86.2585685226671,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.273727946051,122.987279486115,209.110432646954,79.5613577045288,84.4183418343226,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.485496406698,120.803734124049,203.319324128247,81.6605183260703,86.4230301957901,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.830385250334,122.969608189103,206.342691051672,81.5129530719008,86.6543948751849,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.734440171259,123.307261950391,208.828125834326,80.5583491794086,86.0572243542071,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.178851865859,121.910516283048,205.402375728134,80.6121764710686,85.5305757969186,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.11300157039,122.91838106153,207.881467957747,81.0787296775412,86.7312174055182,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,795.207040998594,123.144150667311,205.592757383558,81.7004050434888,86.8784866476883,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.389954284202,123.349550358258,207.828488963301,80.7680684237348,86.0408845022671,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.090421408879,122.995457540833,206.763929809587,81.6299496664438,87.0306742127162,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.611840768652,123.381672896442,208.483022985321,80.5384941331498,85.966421223517,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,795.966463067783,122.166676815322,208.381881549415,80.0416363775411,85.2810996046519,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.672340694129,120.811558360931,203.721456436148,81.3618918712622,86.1180739256901,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.207863287378,121.393334888899,205.225250083846,81.0635072076706,85.7536021685387,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,805.684791253167,121.078502131343,203.35721696869,82.279890692823,87.6631259367342,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.838812194371,122.095420492168,206.397848517657,80.6149551307813,85.8031604376361,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,820.129468068573,118.980451260705,202.470226282608,80.6740629775272,85.258007524418,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.49160982744,122.855882325783,206.958335626259,81.2998402607218,86.610694227523,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.961428448728,119.958549108322,203.729492724529,81.589505606108,86.8288251849379,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.812276123436,121.734742432146,206.298223106944,80.43966274543,85.6586584385633,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.562215543203,122.26658068752,207.388554818217,80.1253310981535,85.0764200358228,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.415874924928,120.772792720874,203.511734293442,81.3333138762562,86.3751379756151,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.39601048206,123.288937215401,209.292595053662,79.6881684717312,84.7439384724516,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,795.678207334937,122.544269938778,207.108965753347,80.70820249722,86.1048264907168,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,778.289882254514,124.980665891607,211.648936368398,79.4267185235185,84.5895107942465,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,801.066757385403,121.904377336527,204.978542344531,81.742982278238,86.7697262679603,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.169210925768,121.762815622003,204.718654671249,81.6344228449426,86.6372577752541,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,811.384784608159,120.832878010932,201.678437095168,82.2570976825743,86.9693881108216,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.123879185771,120.993625379587,201.391493320614,82.8153460941991,87.5581782193023,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,800.582787704489,121.736614518884,205.689797076256,81.5644983575581,86.6662778756759,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.689475950188,121.807889155026,205.676712495395,81.6648367248124,86.8114848062014,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.085572424646,121.424928446731,203.744349065055,81.6351636296838,86.5018381768337,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.185625017609,122.247453900503,206.164207713558,81.0140375231329,85.9043336214703,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.966895309034,121.858671598404,205.541493792318,80.4196118383439,85.0728969660347,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,784.428576303161,124.506949078507,208.407366145214,81.7667193432126,87.3137141329194,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.660550592,123.365598621242,207.979940044211,79.9873801742218,85.0080079190777,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.535135154182,121.280544547072,203.840621086794,82.2786830485003,87.1223221294945,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.39866212491,121.452427099787,206.140096446632,80.4929041950475,85.4448019432033,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,808.634142513528,120.692475211203,205.357882259073,80.1498400815926,84.7226817679999,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,788.656228387073,123.811837521717,209.481431378229,79.8136360813734,85.1098017708767,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.258207549809,123.459558300762,207.363021593255,81.066147322676,86.2872142576927,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.649005298762,122.355359861176,207.214441206888,80.2636501789884,85.3673162556267,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,784.050922436242,124.316073963896,208.080948172153,81.4087240284716,86.4653030655282,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.769660525077,121.664410667281,204.542580506288,81.7963686805044,86.6772229661788,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,791.029757193588,123.016268896641,207.700963451876,81.07511797382,86.1247269193577,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.853526894534,120.956427480684,204.135528570388,80.7180885334123,85.8062453231459,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.652504638139,121.525379070178,205.484430734271,81.3361883455291,86.3802841041917,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.126055155234,123.478878862093,206.889463176432,80.8479786340628,85.9055892518244,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.924909973863,120.994834590438,204.538649645708,81.0681781165999,86.0653371579226,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.823686646093,123.137536145211,206.248612212385,81.6285975052215,86.4679454454693,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.678162301549,123.087769898472,208.175345309934,80.8737824793982,86.112255648858,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.78671089059,122.243651454319,204.950102144351,82.0567165871011,87.3042683359164,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,818.172260923522,119.014221375088,201.312484132927,82.1859893688822,86.8362640343176,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,804.195834565492,121.327978910973,206.919961346684,79.6736488583041,84.5794746645396,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.799934281585,123.250960332804,207.054494054385,81.1229275465034,86.5921711083586,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.791968743976,123.883361502089,208.274114953828,80.4904248639024,85.7063833654108,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.767208662111,122.680578879797,207.81347350052,80.5283642736752,85.842407241747,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.681792042029,121.180563366602,205.807992447793,80.7771570048313,85.558367841412,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,801.028724474869,121.554097766573,205.982852265082,80.860044134908,85.8182377065573,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.658206192882,122.671190782072,207.399021889789,81.3201838024903,86.2951528075555,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,790.615844428666,123.170524252101,208.292764662106,80.7491257354997,85.7933696672072,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.485426678255,120.316407376818,202.569657724221,81.6157268344294,85.9660012209728,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,788.222707359926,123.394074319955,209.076857847423,80.5237658191359,85.7854498570716,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.38201149905,123.350397019812,205.943346804275,81.5338593663668,86.3335322087277,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.253829566731,122.527279565882,204.465134249285,82.0626511647385,87.0520108193061,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.26148681697,122.858575593516,208.082289283969,80.0051668304353,85.1048210247458,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,795.85116749315,122.1446368605,205.624687988312,82.1765651695868,87.3631962484674,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,811.695794361185,120.266542358725,203.13814066738,81.2859249612943,85.6220470905702,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,790.046337521757,123.484151922437,209.185550002786,80.0297747747856,85.3731057898546,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.174569051661,122.525624658428,203.895464292973,83.0215562520123,88.4608514097936,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,784.338029269227,123.884120199158,210.480465319644,79.697358925886,84.7615157836305,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.293002584657,121.037696210515,205.354148456541,81.0829905761921,85.9896856902034,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.588018318123,121.660612831625,203.569430573628,82.333860205216,87.465580667665,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.017616720678,120.501008586558,202.626554134759,82.2293677293747,86.9905177040715,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,795.624817464427,122.938567659831,207.152085338408,80.3322815869918,85.096332870721,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,796.295962297654,122.336241402416,207.960882164632,80.5272469722946,86.0118691597253,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.192971624224,122.586210549481,208.880183814291,80.2364192546021,85.6717887518137,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.207556759509,122.375652755028,207.347830857124,79.9780710460731,84.8126707999404,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,796.623034891466,122.421202321927,206.606522715569,80.9340070810794,85.9408482353501,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.555085356042,123.238498126058,208.554969291006,80.0995073339574,85.3761440380687,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,797.308795149739,122.202761209127,205.963431508492,81.3853837627781,86.5487071464745,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.876871070248,122.121429738295,206.886731337004,80.5583108283776,85.6708399701208,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,789.358488791858,123.541872310826,208.318367449113,80.9713299905238,86.233448648117,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.360104432323,122.993557782618,204.858981206311,82.7570730277767,88.0874794655474,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,784.211171068792,124.834696559037,208.630008942297,81.124857576786,86.5668565537749,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,817.241148723316,119.264692464773,201.285224549606,82.084237309463,86.7151619436199,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.418351605453,120.649286233799,204.537389761782,81.2479933053417,86.0072379308738,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.390182058382,122.95304696499,206.723660457725,81.4918621014616,87.0368773304003,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,794.894616395266,122.663605843236,207.151211203526,80.9085907630569,86.1252593010457,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.867389808385,120.613259794478,202.60645530317,81.6959358676107,86.5190158435662,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,781.48067579082,124.572368039598,211.312445439347,79.5570078433062,84.9109542571669,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,795.411307220475,122.784702553971,206.331971174466,81.4839926094342,86.7593415409748,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.102491976564,123.280731711591,206.525592198976,81.3745131276572,86.5454460246874,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,805.327189681296,121.487011360823,205.865569719561,79.8581428070866,84.3623419219888,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,812.080604089468,120.024178609096,202.86996114867,82.0855074073877,86.9519433660319,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,793.839159810864,122.754355420509,208.157171071018,80.1080490140584,84.9887475126666,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,817.991130477946,118.500765778697,203.701321934431,80.3741020114896,85.0062651061644,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,801.566720765325,121.523155002916,205.81720101547,80.7891933994745,85.5568319055529,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.965009772281,122.104793735383,204.503702518126,82.6668158448127,87.9472754598478,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.194011871412,122.141125721659,205.055949929636,81.4594663079811,86.6761503102998,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,797.363519952722,122.156196350439,207.520214051188,80.3157570625349,85.4930437257085,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,798.847655179569,122.188903943988,205.434649042665,81.3414304504077,86.394737762943,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.234305743959,120.506689348963,204.372680005824,80.8979650811543,85.8517782214042,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,802.10563632122,121.483525297499,205.492995088583,81.5032831137842,86.3893450079685,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.861474685655,121.272105633081,207.404488098382,80.3102530163119,85.0801489081024,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,790.532205681912,123.312042216666,208.04019335989,81.1297079422396,86.5861415012379,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,800.106323228212,121.793014358538,205.345335876464,81.5565374150321,86.7231299369105,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,807.31109302007,121.384465806701,204.209697486681,81.1805991122112,85.7392064029531,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,810.553991839755,120.476265078291,203.414677468477,81.444456626213,85.8908684017658,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,806.471423566878,121.015348910998,204.511665732323,81.0555975440239,85.9552812017155,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,787.52188973487,123.95052281326,209.256783707224,80.5945340021582,86.2081643791271,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,785.928453654002,124.604772133335,208.514497801853,80.8728105765215,86.517403063387,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,799.534818091023,121.832948083315,204.342387576473,82.2779167576053,87.2739067261217,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,809.895531648587,120.508167167526,204.449680774803,80.7323432992112,85.2764463719539,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,788.596256638721,124.240155816414,207.411469946261,81.3490433902293,86.7878150533292,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,818.587025953553,119.282666499935,202.020399471809,80.7994833172635,84.7614961839637,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,792.966607461212,123.452944005588,208.957075672852,79.4842989926816,84.2896219839069,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
7,45,803.031067775679,121.883939954709,206.301835514858,80.1881943779997,84.8604925826247,0.05,17.05,0,0.001,0.03,2.24,0,0,0,0.003,0,12.6,0.7,1.1,0.31,0.003,0.034,0.017,0.001
